description,code,type
Nirav Commercials Ltd. EOD Prices,BOM512425,BSE
Nirlon Ltd. EOD Prices,BOM500307,BSE
Nirvikara Paper Mills Ltd EOD Prices,BOM539251,BSE
Nishtha Finance And Investment (india) Ltd EOD Prices,BOM539311,BSE
Nissan Copper Ltd. EOD Prices,BOM532789,BSE
Nitco Ltd. EOD Prices,BOM532722,BSE
Nitesh Estates Ltd EOD Prices,BOM533202,BSE
Nitin Alloys Global Ltd. EOD Prices,BOM508875,BSE
Nitin Fire Protection Industries Ltd. EOD Prices,BOM532854,BSE
Nitin Spinners Ltd. EOD Prices,BOM532698,BSE
Nitinbbph EOD Prices,BOM536161,BSE
Nitta Gelatin India Ltd.-$ EOD Prices,BOM506532,BSE
Nivedita Mercantile & Financing Ltd. EOD Prices,BOM512381,BSE
Nivi Trading Ltd. EOD Prices,BOM512245,BSE
Nivyah Infrastructure & Telecom Services Ltd. EOD Prices,BOM517534,BSE
Nmdc Ltd. EOD Prices,BOM526371,BSE
Noble Explochem Ltd.-$ EOD Prices,BOM506991,BSE
Noble Polymers Ltd EOD Prices,BOM539200,BSE
Nocil Ltd. EOD Prices,BOM500730,BSE
Noesis Industries Limited EOD Prices,BOM530435,BSE
Noida Medicare Centre Ltd. EOD Prices,BOM523670,BSE
Noida Toll Bridge Company Ltd. EOD Prices,BOM532481,BSE
North Eastern Carrying Corporation Ltd. EOD Prices,BOM534615,BSE
Northlink Fiscal And Capital Services Ltd EOD Prices,BOM539110,BSE
Nouveau Global Ventures Ltd. EOD Prices,BOM531465,BSE
Nova Iron & Steel Ltd. EOD Prices,BOM513566,BSE
Nova Publications India Ltd EOD Prices,BOM530733,BSE
Novagold Petro-resources Ltd. EOD Prices,BOM531791,BSE
Novartis India Ltd. EOD Prices,BOM500672,BSE
Novopan Industries Ltd. EOD Prices,BOM500310,BSE
Npr Finance Ltd. EOD Prices,BOM530127,BSE
Nrb Bearings Ltd. EOD Prices,BOM530367,BSE
Nrb Industrial Bearings Ltd. EOD Prices,BOM535458,BSE
Nrc Ltd. EOD Prices,BOM503780,BSE
Ntc Industries Ltd. EOD Prices,BOM526723,BSE
Ntpc Ltd. EOD Prices,BOM532555,BSE
Nu Tek India Ltd. EOD Prices,BOM533015,BSE
Nu-tech Corporate Services Ltd. EOD Prices,BOM526313,BSE
Nucleus Software Exports Ltd. EOD Prices,BOM531209,BSE
Nutech Global Ltd. EOD Prices,BOM531304,BSE
Nutraplus India Limited EOD Prices,BOM524764,BSE
Nutricircle Ltd EOD Prices,BOM530219,BSE
Nuway Organic Naturals India Ltd. EOD Prices,BOM531819,BSE
Nylofil India Ltd. EOD Prices,BOM526488,BSE
Nyssa Corporation Limited EOD Prices,BOM504378,BSE
O. P. Chains Ltd EOD Prices,BOM539116,BSE
Oasis Securities Ltd. EOD Prices,BOM512489,BSE
Oasis Tradelink Ltd EOD Prices,BOM538547,BSE
Oberoi Realty Ltd. EOD Prices,BOM533273,BSE
Objectone Information Systems Ltd. EOD Prices,BOM535657,BSE
Ocean Agro (india) Ltd. EOD Prices,BOM519491,BSE
Oceanaa Biotek Industries Ltd EOD Prices,BOM538019,BSE
Ocl India Ltd. EOD Prices,BOM502165,BSE
Ocl Iron And Steel Ltd. EOD Prices,BOM533008,BSE
Octal Credit Capital Ltd EOD Prices,BOM538894,BSE
Odyssey Corporation Ltd. EOD Prices,BOM531996,BSE
Odyssey Technologies Ltd.-$ EOD Prices,BOM530175,BSE
Oil And Natural Gas Corporation Ltd. EOD Prices,BOM500312,BSE
Oil Country Tubular Ltd. EOD Prices,BOM500313,BSE
Oil India Ltd. EOD Prices,BOM533106,BSE
Ojas Asset Reconstruction Company Ltd EOD Prices,BOM538607,BSE
Ok Play India Ltd. EOD Prices,BOM526415,BSE
Olympia Industries Ltd. EOD Prices,BOM521105,BSE
Olympic Cards Ltd. EOD Prices,BOM534190,BSE
Olympic Oil Industries Ltd. EOD Prices,BOM507609,BSE
Om Metals Infraprojects Ltd. EOD Prices,BOM531092,BSE
Omansh Enterprises Ltd EOD Prices,BOM538537,BSE
Omax Autos Ltd. EOD Prices,BOM520021,BSE
Omaxe Ltd. EOD Prices,BOM532880,BSE
Omega Ag-seeds (punjab) Ltd. EOD Prices,BOM519479,BSE
Omkar Overseas Ltd. EOD Prices,BOM531496,BSE
Omkar Pharmachem Ltd. EOD Prices,BOM532167,BSE
Omkar Speciality Chemicals Ltd. EOD Prices,BOM533317,BSE
Omni Axs Software Ltd. EOD Prices,BOM532340,BSE
Omnitech Infosolutions Ltd. EOD Prices,BOM532882,BSE
Omnitex Industries (india) Ltd. EOD Prices,BOM514324,BSE
Onelife Capital Advisors Ltd. EOD Prices,BOM533632,BSE
Onesource Techmedia Ltd. EOD Prices,BOM535647,BSE
Onmobile Global Ltd. EOD Prices,BOM532944,BSE
Ontrack Systems Ltd. EOD Prices,BOM532607,BSE
Onward Technologies Ltd. EOD Prices,BOM517536,BSE
Optiemus Infracom Ltd EOD Prices,BOM530135,BSE
Optimus Finance Ltd EOD Prices,BOM531254,BSE
Opto Circuits (india) Ltd. EOD Prices,BOM532391,BSE
Oracle Financial Services Software Ltd. EOD Prices,BOM532466,BSE
Orbit Corporation Ltd. EOD Prices,BOM532837,BSE
Orbit Exports Ltd. EOD Prices,BOM512626,BSE
Orchid Pharma Ltd EOD Prices,BOM524372,BSE
Organic Coatings Ltd. EOD Prices,BOM531157,BSE
Oricon Enterprises Ltd.-$ EOD Prices,BOM513121,BSE
Orient Abrasives Ltd.-$ EOD Prices,BOM504879,BSE
Orient Bell Limited-$ EOD Prices,BOM530365,BSE
Orient Beverages Ltd. EOD Prices,BOM507690,BSE
Orient Cement Ltd EOD Prices,BOM535754,BSE
Orient Green Power Company Ltd. EOD Prices,BOM533263,BSE
Orient Paper & Industries Ltd. EOD Prices,BOM502420,BSE
Orient Press Ltd. EOD Prices,BOM526325,BSE
Orient Refractories Ltd. EOD Prices,BOM534076,BSE
Oriental Bank Of Commerce EOD Prices,BOM500315,BSE
Oriental Carbon & Chemicals Ltd.-$ EOD Prices,BOM506579,BSE
Oriental Hotels Ltd. EOD Prices,BOM500314,BSE
Oriental Trimex Ltd. EOD Prices,BOM532817,BSE
Oriental Veneer Products Ltd. EOD Prices,BOM531859,BSE
Oripro Ltd. EOD Prices,BOM590127,BSE
Orissa Minerals Development Company Ltd. EOD Prices,BOM590086,BSE
Orissa Sponge Iron & Steel Ltd.-$ EOD Prices,BOM504864,BSE
Orosil Smiths India Ltd.-$ EOD Prices,BOM531626,BSE
Ortel Communications Ltd EOD Prices,BOM539015,BSE
Ortin Laboratories Ltd EOD Prices,BOM539287,BSE
Ortin Laboratories Ltd.-$ EOD Prices,BOM590074,BSE
Oscar Global Ltd. EOD Prices,BOM530173,BSE
Oscar Investments Ltd. EOD Prices,BOM501179,BSE
Oswal Agro Mills Ltd. EOD Prices,BOM500317,BSE
Oswal Greentech Ltd EOD Prices,BOM539290,BSE
Oswal Leasing Ltd. EOD Prices,BOM509099,BSE
Oswal Overseas Ltd. EOD Prices,BOM531065,BSE
Oswal Spinning & Weaving Mills Ltd. EOD Prices,BOM500318,BSE
Oswal Yarns Ltd. EOD Prices,BOM514460,BSE
Otco International Ltd. EOD Prices,BOM523151,BSE
Oudh Sugar Mills Ltd. EOD Prices,BOM507260,BSE
Overseas Synthetics Ltd. EOD Prices,BOM514330,BSE
Oxford Industries Ltd. EOD Prices,BOM514414,BSE
Oyeeee Media Ltd EOD Prices,BOM539310,BSE
Ozone World Ltd EOD Prices,BOM539291,BSE
P. B. Films Ltd EOD Prices,BOM539352,BSE
P.i.industries Ltd. EOD Prices,BOM523642,BSE
P.m.telelinnks Ltd. EOD Prices,BOM513403,BSE
Pacheli Industrial Finance Ltd EOD Prices,BOM523862,BSE
Pacific Industries Ltd. EOD Prices,BOM523483,BSE
Pact Industries Ltd EOD Prices,BOM538963,BSE
Padam Cotton Yarns Ltd. EOD Prices,BOM531395,BSE
Padmalaya Telefilms Ltd. EOD Prices,BOM532350,BSE
Padmanabh Industries Ltd EOD Prices,BOM526905,BSE
Pae Ltd. EOD Prices,BOM517230,BSE
Page Industries Ltd. EOD Prices,BOM532827,BSE
Pal Credit & Capital Ltd. EOD Prices,BOM511306,BSE
Palco Metals Ltd EOD Prices,BOM539121,BSE
Palred Technologies Limited EOD Prices,BOM532521,BSE
Palsoft Infosystems Ltd. EOD Prices,BOM511597,BSE
Pan Electronics India Ltd. EOD Prices,BOM517397,BSE
Pan India Corporation Ltd. EOD Prices,BOM511525,BSE
Panacea Biotec Ltd. EOD Prices,BOM531349,BSE
Panafic Industrials Ltd EOD Prices,BOM538860,BSE
Panama Petrochem Ltd. EOD Prices,BOM524820,BSE
Panasonic Appliances India Company Ltd.-$ EOD Prices,BOM523307,BSE
Panasonic Carbon India Co.ltd.-$ EOD Prices,BOM508941,BSE
Panasonic Energy India Company Ltd.-$ EOD Prices,BOM504093,BSE
Panchmahal Steel Ltd. EOD Prices,BOM513511,BSE
Panchsheel Organics Ltd. EOD Prices,BOM531726,BSE
Pankaj Piyush Trade & Investment Ltd EOD Prices,BOM506122,BSE
Pankaj Polymers Ltd. EOD Prices,BOM531280,BSE
Pankaj Polypack Ltd EOD Prices,BOM534796,BSE
Panoramic Universal Ltd. EOD Prices,BOM531816,BSE
Panther Industrial Products Ltd. EOD Prices,BOM524055,BSE
Panyam Cements & Mineral Industries Ltd. EOD Prices,BOM500322,BSE
Parab Infra Ltd EOD Prices,BOM513359,BSE
Parabolic Drugs Ltd EOD Prices,BOM533211,BSE
Paragon Finance Ltd. EOD Prices,BOM531255,BSE
Paramount Communications Ltd.-$ EOD Prices,BOM530555,BSE
Paramount Cosmetics (india) Ltd. EOD Prices,BOM507970,BSE
Paramount Printpackaging Ltd. EOD Prices,BOM533399,BSE
Paras Petrofils Ltd. EOD Prices,BOM521246,BSE
Parekh Aluminex Ltd. EOD Prices,BOM532606,BSE
Parekh Distributors Ltd. EOD Prices,BOM501482,BSE
Parenteral Drugs (india) Ltd.-$ EOD Prices,BOM524689,BSE
Parichay Investments Ltd. EOD Prices,BOM505525,BSE
Parker Agrochem Exports Ltd.-$ EOD Prices,BOM524628,BSE
Parle Software Ltd. EOD Prices,BOM532911,BSE
Parnami Credits Ltd EOD Prices,BOM538646,BSE
Parnax Lab Ltd. EOD Prices,BOM506128,BSE
Parrys Sugar Industries Ltd. EOD Prices,BOM500162,BSE
Parsharti Investment Ltd. EOD Prices,BOM511702,BSE
Parshwanath Corporation Ltd. EOD Prices,BOM511176,BSE
Parsvnath Developers Ltd. EOD Prices,BOM532780,BSE
Parth Aluminium Ltd. EOD Prices,BOM513430,BSE
Parth Industries Limited EOD Prices,BOM526349,BSE
Pasari Spinning Mills Ltd. EOD Prices,BOM521080,BSE
Pasupati Acrylon Ltd. EOD Prices,BOM500456,BSE
Pasupati Fincap Ltd. EOD Prices,BOM511734,BSE
Pasupati Spg.& Wvg.mills Ltd. EOD Prices,BOM503092,BSE
Patdiam Jewellery Ltd EOD Prices,BOM539401,BSE
Patel Engineering Ltd.-$ EOD Prices,BOM531120,BSE
Patel Integrated Logistics Ltd.-$ EOD Prices,BOM526381,BSE
Patels Airtemp (india) Ltd. EOD Prices,BOM517417,BSE
Patidar Buildcon Limited EOD Prices,BOM524031,BSE
Patspin India Ltd. EOD Prices,BOM514326,BSE
Paul Merchants Ltd EOD Prices,BOM539113,BSE
Paushak Ltd. EOD Prices,BOM532742,BSE
Pawansut Holdings Ltd. EOD Prices,BOM535658,BSE
Pba Infrastructure Ltd. EOD Prices,BOM532676,BSE
Pbm Polytex Ltd.-$ EOD Prices,BOM514087,BSE
Pc Jeweller Ltd. EOD Prices,BOM534809,BSE
Pc Products India Ltd EOD Prices,BOM539267,BSE
Pcs Technology Ltd. EOD Prices,BOM517119,BSE
Pds Multinational Fashions Ltd EOD Prices,BOM538730,BSE
Pearl Electronics Ltd EOD Prices,BOM535205,BSE
Pearl Global Industries Limited EOD Prices,BOM532808,BSE
Pearl Polymers Ltd. EOD Prices,BOM523260,BSE
Pecos Hotels And Pubs Ltd EOD Prices,BOM539273,BSE
Pee Cee Cosma Sope Ltd. EOD Prices,BOM524136,BSE
Peeti Securities Ltd. EOD Prices,BOM531352,BSE
Peninsula Land Ltd. EOD Prices,BOM503031,BSE
Pennar Aluminium Co.ltd. EOD Prices,BOM513405,BSE
Pennar Engineered Building Systems Ltd EOD Prices,BOM539333,BSE
Pennar Industries Ltd.-$ EOD Prices,BOM513228,BSE
Pentamedia Graphics Ltd. EOD Prices,BOM500329,BSE
Pentokey Organy (india) Ltd. EOD Prices,BOM524210,BSE
Peoples Investments Ltd. EOD Prices,BOM501144,BSE
Perfect-octave Media Projects Ltd EOD Prices,BOM521062,BSE
Perfectpac Ltd. EOD Prices,BOM526435,BSE
Permanent Magnets Ltd.-$ EOD Prices,BOM504132,BSE
Persistent Systems Ltd. EOD Prices,BOM533179,BSE
Pet Plastics Ltd. EOD Prices,BOM524046,BSE
Petron Engineering Construction Ltd. EOD Prices,BOM530381,BSE
Petronet Lng Ltd. EOD Prices,BOM532522,BSE
Pfizer Ltd. EOD Prices,BOM500680,BSE
Pfl Infotech Ltd. EOD Prices,BOM531769,BSE
Pg Electroplast Ltd. EOD Prices,BOM533581,BSE
Pg Foils Ltd. EOD Prices,BOM526747,BSE
Pg Industry Ltd. EOD Prices,BOM531281,BSE
Ph Capital Ltd. EOD Prices,BOM500143,BSE
Ph Trading Ltd. EOD Prices,BOM512026,BSE
Phaarmasia Ltd. EOD Prices,BOM523620,BSE
Pharmaids Pharmaceuticals Ltd. EOD Prices,BOM524572,BSE
Phillips Carbon Black Ltd. EOD Prices,BOM506590,BSE
Phoenix International Ltd. EOD Prices,BOM526481,BSE
Phoenix Lamps Limited EOD Prices,BOM517296,BSE
Phoenix Township Ltd EOD Prices,BOM537839,BSE
Photon Capital Advisors Ltd. EOD Prices,BOM509084,BSE
Photoquip India Ltd. EOD Prices,BOM526588,BSE
Phyto Chem (india) Ltd. EOD Prices,BOM524808,BSE
Piccadily Agro Industries Ltd. EOD Prices,BOM530305,BSE
Piccadily Sugar & Allied Industries Ltd. EOD Prices,BOM507498,BSE
Picturehouse Media Ltd. EOD Prices,BOM532355,BSE
Pidilite Industries Ltd. EOD Prices,BOM500331,BSE
Pil Italica Lifestyle Ltd EOD Prices,BOM500327,BSE
Pilani Investment And Industries Corporation Ltd. EOD Prices,BOM590121,BSE
Pincon Spirit Ltd EOD Prices,BOM538771,BSE
Pine Animation Limited EOD Prices,BOM511421,BSE
Pioneer Agro Extracts Ltd. EOD Prices,BOM519439,BSE
Pioneer Distilleries Ltd. EOD Prices,BOM531879,BSE
Pioneer Embroideries Ltd.-$ EOD Prices,BOM514300,BSE
Pioneer Investcorp Ltd. EOD Prices,BOM507864,BSE
Piramal Enterprises Ltd. EOD Prices,BOM500302,BSE
Piramal Glass Ltd. EOD Prices,BOM532949,BSE
Piramal Phytocare Limited EOD Prices,BOM532979,BSE
Pithampur Poly Products Ltd. EOD Prices,BOM530683,BSE
Pithampur Steels Ltd. EOD Prices,BOM513611,BSE
Pitti Laminations Ltd.-$ EOD Prices,BOM513519,BSE
Pix Transmissions Ltd. EOD Prices,BOM500333,BSE
Planter Polysacks Ltd. EOD Prices,BOM523105,BSE
Plastiblends India Ltd.-$ EOD Prices,BOM523648,BSE
Plethico Pharmaceuticals Ltd. EOD Prices,BOM532739,BSE
Pmc Fincorp Limited EOD Prices,BOM534060,BSE
Pnb Gilts Ltd. EOD Prices,BOM532366,BSE
Pnc Infratech Ltd EOD Prices,BOM539150,BSE
Pneumatic Holdings Ltd EOD Prices,BOM539347,BSE
Pochiraju Industries Ltd. EOD Prices,BOM532803,BSE
Pocl Enterprises Ltd EOD Prices,BOM539195,BSE
Poddar Housing And Development Ltd EOD Prices,BOM523628,BSE
Poddar Pigments Ltd.-$ EOD Prices,BOM524570,BSE
Pokarna Ltd. EOD Prices,BOM532486,BSE
Polar Industries Ltd. EOD Prices,BOM504288,BSE
Polaris Consulting & Services Limited EOD Prices,BOM532254,BSE
Polo Hotels Ltd. EOD Prices,BOM526687,BSE
Polson Ltd. EOD Prices,BOM507645,BSE
Poly Medicure Ltd. EOD Prices,BOM531768,BSE
Polychem Ltd. EOD Prices,BOM506605,BSE
Polycon International Ltd. EOD Prices,BOM531397,BSE
Polygenta Technologies Ltd. EOD Prices,BOM514486,BSE
Polylink Polymers (india) Ltd. EOD Prices,BOM531454,BSE
Polymac Thermoformers Ltd EOD Prices,BOM537573,BSE
Polymechplast Machines Ltd. EOD Prices,BOM526043,BSE
Polyplex Corporation Ltd. EOD Prices,BOM524051,BSE
Polyspin Exports Ltd EOD Prices,BOM539354,BSE
Polyspin Exports Ltd. EOD Prices,BOM590055,BSE
Polytex India Ltd. EOD Prices,BOM512481,BSE
Pondy Oxides & Chemicals Ltd. EOD Prices,BOM532626,BSE
Ponni Sugars (erode) Ltd. EOD Prices,BOM532460,BSE
Pooja Entertainment And Films Ltd. EOD Prices,BOM532011,BSE
Poona Dal & Oil Industries Ltd. EOD Prices,BOM519359,BSE
Popular Estate Management Ltd. EOD Prices,BOM531870,BSE
Porwal Auto Components Ltd. EOD Prices,BOM532933,BSE
Positive Electronics Ltd EOD Prices,BOM539178,BSE
Potential Investments & Finance Ltd EOD Prices,BOM538566,BSE
Power Finance Corporation Ltd. EOD Prices,BOM532810,BSE
Power Grid Corporation Of India Ltd. EOD Prices,BOM532898,BSE
Power Mech Projects Ltd EOD Prices,BOM539302,BSE
Powerhouse Gym & Wellness Ltd EOD Prices,BOM538731,BSE
Ppap Automotive Limited EOD Prices,BOM532934,BSE
Prabhat Dairy Ltd EOD Prices,BOM539351,BSE
Prabhav Industries Ltd. EOD Prices,BOM531855,BSE
Pradeep Metals Ltd. EOD Prices,BOM513532,BSE
Pradip Overseas Ltd EOD Prices,BOM533178,BSE
Prag Bosimi Synthetics Ltd. EOD Prices,BOM500192,BSE
Praj Industries Ltd. EOD Prices,BOM522205,BSE
Prajay Engineers Syndicate Ltd. EOD Prices,BOM531746,BSE
Prakash Constrowell Ltd. EOD Prices,BOM533605,BSE
Prakash Industries Ltd. EOD Prices,BOM506022,BSE
Prakash Steelage Ltd. EOD Prices,BOM533239,BSE
Prakash Woollen & Synthetic Mills Ltd EOD Prices,BOM531437,BSE
Pranavaditya Spinning Mills Ltd. EOD Prices,BOM531172,BSE
Prashant India Ltd. EOD Prices,BOM519014,BSE
Pratibha Industries Ltd. EOD Prices,BOM532718,BSE
Pratik Panels Ltd. EOD Prices,BOM526490,BSE
Pratiksha Chemicals Ltd. EOD Prices,BOM531257,BSE
Precious Trading & Investments Ltd. EOD Prices,BOM506107,BSE
Precision Containeurs Ltd. EOD Prices,BOM523874,BSE
Precision Electronics Ltd. EOD Prices,BOM517258,BSE
Precision Wires India Ltd. EOD Prices,BOM523539,BSE
Prem Somani Financial Services Ltd. EOD Prices,BOM530669,BSE
Premco Global Ltd.-$ EOD Prices,BOM530331,BSE
Premier Capital Services Ltd. EOD Prices,BOM511016,BSE
Premier Energy And Infrastructure Ltd. EOD Prices,BOM533100,BSE
Premier Explosives Ltd. EOD Prices,BOM526247,BSE
Premier Ltd. EOD Prices,BOM500540,BSE
Premier Pipes Ltd. EOD Prices,BOM513291,BSE
Premier Polyfilm Ltd. EOD Prices,BOM514354,BSE
Premier Synthetics Ltd. EOD Prices,BOM509835,BSE
Premium Capital Market & Investments Ltd. EOD Prices,BOM511660,BSE
Prerna Infrabuild Ltd. EOD Prices,BOM531802,BSE
Presha Metallurgical Ltd. EOD Prices,BOM513613,BSE
Pressman Advertising Limited EOD Prices,BOM509077,BSE
Pressure Sensitive Systems (india) Ltd. EOD Prices,BOM526773,BSE
Prestige Estates Projects Ltd. EOD Prices,BOM533274,BSE
Pretto Leather Industries Ltd. EOD Prices,BOM526691,BSE
Pricol Ltd. EOD Prices,BOM526109,BSE
Prima Agro Ltd. EOD Prices,BOM519262,BSE
Prima Industries Ltd. EOD Prices,BOM531246,BSE
Prima Plastics Ltd. EOD Prices,BOM530589,BSE
Prime Capital Market Ltd. EOD Prices,BOM535514,BSE
Prime Focus Ltd. EOD Prices,BOM532748,BSE
Prime Industries Ltd. EOD Prices,BOM519299,BSE
Prime Property Development Corporation Ltd.-$ EOD Prices,BOM530695,BSE
Prime Securities Ltd. EOD Prices,BOM500337,BSE
Prime Urban Development India Ltd. EOD Prices,BOM521149,BSE
Prism Cement Ltd. EOD Prices,BOM500338,BSE
Prism Finance Ltd. EOD Prices,BOM531735,BSE
Prism Informatics Ltd. EOD Prices,BOM505530,BSE
Prism Medico And Pharmacy Ltd. EOD Prices,BOM512217,BSE
Prithvi Information Solutions Ltd. EOD Prices,BOM532675,BSE
Prithvi Softech Ltd. EOD Prices,BOM531688,BSE
Pritish Nandy Communications Ltd. EOD Prices,BOM532387,BSE
Priya Ltd.-$ EOD Prices,BOM524580,BSE
Priyadarshini Spinning Mills Ltd. EOD Prices,BOM503873,BSE
Pro Fin Capital Services Ltd. EOD Prices,BOM511557,BSE
Proaim Enterprises Ltd EOD Prices,BOM512105,BSE
Procal Electronics India Ltd. EOD Prices,BOM526009,BSE
Procter & Gamble Hygiene & Health Care Ltd. EOD Prices,BOM500459,BSE
Professional Diamonds Ltd. EOD Prices,BOM523001,BSE
Progressive Extractions & Exports Ltd. EOD Prices,BOM531265,BSE
Promact Plastics Ltd. EOD Prices,BOM526494,BSE
Proto Developers & Technologies Ltd. EOD Prices,BOM530069,BSE
Provestment Services Ltd. EOD Prices,BOM590120,BSE
Provogue (india) Ltd. EOD Prices,BOM532647,BSE
Prozone Intu Properties Limited EOD Prices,BOM534675,BSE
Ps It Infrastructure & Services Limited EOD Prices,BOM505502,BSE
Psl Ltd. EOD Prices,BOM526801,BSE
Ptc India Financial Services Ltd. EOD Prices,BOM533344,BSE
Ptc India Ltd. EOD Prices,BOM532524,BSE
Ptc Industries Ltd EOD Prices,BOM539006,BSE
Ptl Enterprises Ltd.-$ EOD Prices,BOM509220,BSE
Pudumjee Industries Ltd. EOD Prices,BOM516092,BSE
Pudumjee Pulp & Paper Mills Ltd. EOD Prices,BOM500343,BSE
Pulsar International Ltd. EOD Prices,BOM512591,BSE
Punctual Trading Ltd. EOD Prices,BOM512461,BSE
Punit Commercials Ltd. EOD Prices,BOM512099,BSE
Punj Lloyd Ltd. EOD Prices,BOM532693,BSE
Punjab & Sind Bank EOD Prices,BOM533295,BSE
Punjab Alkalies & Chemicals Ltd. EOD Prices,BOM506852,BSE
Punjab Chemicals And Crop Protection Ltd.-$ EOD Prices,BOM506618,BSE
Punjab Communications Ltd.-$ EOD Prices,BOM500346,BSE
Punjab National Bank EOD Prices,BOM532461,BSE
Punjab Woolcombers Ltd. EOD Prices,BOM509839,BSE
Puravankara Projects Ltd. EOD Prices,BOM532891,BSE
Purity Flex Pack Ltd. EOD Prices,BOM523315,BSE
Purohit Construction Ltd EOD Prices,BOM538993,BSE
Purshottam Investofin Ltd EOD Prices,BOM538647,BSE
Pushpsons Industries Ltd. EOD Prices,BOM531562,BSE
Pvp Ventures Ltd. EOD Prices,BOM517556,BSE
Pvr Ltd. EOD Prices,BOM532689,BSE
Pvv Infra Ltd EOD Prices,BOM536659,BSE
Pyxis Finvest Ltd EOD Prices,BOM534109,BSE
Quadrant Televentures Limited-$ EOD Prices,BOM511116,BSE
Quantum Build-tech Ltd EOD Prices,BOM538596,BSE
Quantum Digital Vision (india) Ltd. EOD Prices,BOM530281,BSE
Quantum Mutual Fund - Quantum Index Fund Etf EOD Prices,BOM590110,BSE
Quest Softech (india) Ltd EOD Prices,BOM535719,BSE
Quintegra Solutions Ltd. EOD Prices,BOM532866,BSE
R J Bio-tech Ltd EOD Prices,BOM536456,BSE
R Systems International Limited EOD Prices,BOM532735,BSE
R&b Denims Ltd EOD Prices,BOM538119,BSE
R* Shares Banking Exchange Traded Fund EOD Prices,BOM533888,BSE
R.b.gupta Financials Ltd. EOD Prices,BOM532024,BSE
R.j.shah & Co.ltd. EOD Prices,BOM509845,BSE
R.r.securities Ltd. EOD Prices,BOM530917,BSE
R.s.software India Ltd. EOD Prices,BOM517447,BSE
R.t.exports Ltd.-$ EOD Prices,BOM512565,BSE
Raaj Medisafe India Ltd. EOD Prices,BOM524502,BSE
Raasi Refractories Ltd.-$ EOD Prices,BOM502271,BSE
Racl Geartech Ltd EOD Prices,BOM520073,BSE
Radaan Mediaworks (i) Ltd. EOD Prices,BOM590070,BSE
Radford Global Limited EOD Prices,BOM530561,BSE
Radha Madhav Corporation Ltd. EOD Prices,BOM532692,BSE
Radhe Developers (india) Ltd. EOD Prices,BOM531273,BSE
Radico Khaitan Ltd. EOD Prices,BOM532497,BSE
Radix Industries (india) Limited EOD Prices,BOM531412,BSE
Raghava Estates And Properties Ltd EOD Prices,BOM531627,BSE
Raghunath International Ltd. EOD Prices,BOM526813,BSE
Raghunath Tobacco Co.ltd. EOD Prices,BOM531552,BSE
Raghuvansh Agrofarms Ltd EOD Prices,BOM538921,BSE
Raghuvir Synthetics Ltd. EOD Prices,BOM514316,BSE
Rahul Merchandising Ltd. EOD Prices,BOM531887,BSE
Rai Saheb Rekhchand Mohota Spg.& Wvg.mills Ltd. EOD Prices,BOM530047,BSE
Rain Industries Limited EOD Prices,BOM500339,BSE
Rainbow Denim Ltd. EOD Prices,BOM532441,BSE
Rainbow Foundations Ltd. EOD Prices,BOM531694,BSE
Rainbow Papers Ltd.-$ EOD Prices,BOM523523,BSE
Raj Agro Mills Ltd. EOD Prices,BOM530291,BSE
Raj Oil Mills Ltd. EOD Prices,BOM533093,BSE
Raj Packaging Industries Ltd. EOD Prices,BOM530111,BSE
Raj Rayon Industries Limited-$ EOD Prices,BOM530699,BSE
Raj Television Network Ltd. EOD Prices,BOM532826,BSE
Raja Bahadur International Ltd. EOD Prices,BOM503127,BSE
Rajani Extractions Ltd. EOD Prices,BOM519303,BSE
Rajapalayam Mills Ltd.-$ EOD Prices,BOM532503,BSE
Rajasthan Cylinders & Containers Ltd EOD Prices,BOM538707,BSE
Rajasthan Gases Ltd. EOD Prices,BOM526873,BSE
Rajasthan Petro Synthetics Ltd. EOD Prices,BOM506975,BSE
Rajasthan Tube Manufacturing Co.ltd. EOD Prices,BOM530253,BSE
Rajath Finance Limited EOD Prices,BOM507962,BSE
Rajdarshan Industries Ltd. EOD Prices,BOM526662,BSE
